,ServiceName,id,Edition,Creation,Publication,Administration,Latency,Compliance,Throughput,Reliability,Availability,Documentation,Successability,Service Name,WSDL Address,Response Time,Best Practices
1789,CRM722,5793,2,4,2,3,19.44,78,14.1,73,92,88,97,The_x0020_Development_x0020_One_x0020_XMLTV_x0020_Web_x0020_Service,http://d1.com.au/D1xmltv.asmx?wsdl,126.22,62
1790,CRM721,5792,2,4,1,1,237,89,23.3,73,91,6,97,Courses,http://www.quilogy.com/webservices/courselist.asmx?wsdl,320,62
1791,CRM720,5791,1,4,3,1,3,78,6.1,60,59,27,59,Lodge,http://www.messagenet.com.au/dotnet/Lodge.asmx?wsdl,278.08,62
1792,CRM719,5790,3,0,1,1,9.2,100,1.6,73,90,32,96,palindromeService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/palindrome.wsdl,215,84
1793,CRM718,5789,2,1,1,2,64.28,78,6.5,67,55,96,56,ServiceBilling,http://www.gama-system.com/webservices/servicebilling.asmx?wsdl,296.06,72
1794,CRM717,5788,0,0,1,3,44.8,100,1.2,67,93,7,98,maskseqService,http://www.ebi.ac.uk/soaplab/emboss4/services/edit.maskseq.derived?wsdl,268.2,82
1795,CRM716,5787,1,0,1,2,4.5,100,12.2,73,92,11,97,CooccurrencesAllService,http://wortschatz.uni-leipzig.de/axis/services/CooccurrencesAll?wsdl,151,80
1796,CRM715,5786,0,0,4,3,68.75,89,2.7,80,66,9,67,Service,http://macrowebservices.com/clients/sdg/ws/service.asmx?WSDL&v=154,355,83
1797,CRM714,5785,0,2,4,4,10,100,11.9,73,88,37,96,showseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/showseq.wsdl,229.6,84
1798,CRM713,5784,1,1,1,3,1.67,78,1.8,67,93,34,98,CPP_SCORING_REQUEST,http://soap.cpp.com/CppSoapRequests/CPPIncomingRequest.asmx?wsdl,82.67,77
1799,CRM712,5783,3,4,2,0,4,100,15.1,73,63,2,63,wsaTestService,http://fisheye5.cenqua.com/viewrep/~raw;r=1.2/jax-wsa-sources/jaxwsa-ri/test/src/w3c/s11/etc/wsaTestService.wsdl,107.33,84
1800,CRM711,5782,0,2,0,2,85.7,89,4.8,53,85,4,86,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_codon_usage.cusp?wsdl,280.61,66
1801,CRM710,5781,4,1,1,0,8.4,100,13,73,94,32,98,restrictService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/restrict.wsdl,294.6,84
1802,CRM709,5780,4,4,1,2,0.87,78,12.8,67,86,41,95,XigniteSurvey,http://www.xignite.com/xSurvey.asmx?wsdl,118.75,77
1803,CRM708,5779,4,4,1,1,55.88,78,13.7,73,62,88,62,EmailVerNoTestEmail,http://ws.cdyne.com/emailverify/Emailvernotestemail.asmx?wsdl,95.38,80
1804,CRM707,5778,3,2,2,0,10,89,12.2,73,91,12,97,WSDLInteropTestRpcEncService,http://www.whitemesa.net/r3/InteropTestRpcEnc.wsdl,126.25,75
1805,CRM706,5777,2,0,1,0,8,89,11.9,73,72,65,72,RecommendationService,http://www.statsbiblioteket.dk/netbibservices/services/Recommendation?wsdl,223.5,75
1806,CRM705,5776,4,2,0,0,25.9,100,3.1,42,21,89,22,SforceService,http://www.scuttlefish.com/sforce.xml,312.5,72
1807,CRM704,5775,1,0,1,4,2,100,4.7,73,97,96,99,SearchService,http://www.phdcc.com/findinsite/SearchService.asmx?wsdl,103.67,75
1808,CRM703,5774,3,1,4,1,45.16,100,4.1,73,98,33,100,Files,http://ws.acrosscommunications.com/Files.asmx?wsdl,112.83,84
1809,CRM702,5773,3,2,3,2,12.25,78,16.2,73,96,86,99,MortgageIndex,http://www.webservicex.net/MortgageIndex.asmx?wsdl,163,84
1810,CRM701,5772,1,1,3,0,8,78,21.7,73,95,10,98,CafePressServices,http://api.cafepress.com/index.asmx?wsdl,130.75,80
1811,CRM700,5771,1,2,3,0,10,78,8.3,73,85,38,95,MAPPResults,http://xml.assessment.com/service/MAPPResults.asmx?wsdl,621.2,80
1812,CRM699,5770,1,2,0,3,9.6,100,14.3,73,99,32,100,infoseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/infoseq.wsdl,237.8,84
1813,CRM698,5769,0,3,1,2,43.2,100,1.7,67,98,5,99,chipsService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_codon_usage.chips.derived?wsdl,254.6,82
1814,CRM697,5768,4,1,0,4,58,100,4.7,60,96,26,99,Medicare,http://ws.strikeiron.com/medicare_2_5?WSDL,175.5,74
1815,CRM696,5767,4,2,2,2,37.67,100,1.9,60,94,8,98,USAddressVerification,http://ws.strikeiron.com/USAddressVerification?WSDL,126,74
1816,CRM695,5766,4,0,2,4,54,78,15.7,67,92,11,97,PixelsToXYService,http://www.viamichelin.com/ws/services/PixelsToXY?wsdl,182,72
1817,CRM694,5765,4,3,4,3,88.18,89,7.8,67,52,94,53,Location,http://www.annotatedearth.com/AELocationService/location.asmx?wsdl,148.06,77
1818,CRM693,5764,3,3,2,0,6,89,28.1,83,83,62,84,HelloService,http://homepages.feis.herts.ac.uk/~bf8au/wsdl/HelloService.wsdl,166,91
1819,CRM692,5763,4,0,1,1,8.4,100,4.3,73,90,8,96,tfmService,http://www.ebi.ac.uk/soaplab/emboss4/services/information.tfm.derived?wsdl,210.4,84
1820,CRM691,5762,1,2,3,1,28.2,78,6.4,73,90,5,91,SoapTest,http://mssoapinterop.org/stkV3/InteropBLogged.wsdl,169.4,84
1821,CRM690,5761,4,0,3,0,2,89,17.8,80,86,5,86,SwissCities,http://www.cdsoft.ch/SwissCities.asmx?wsdl,214,87
1822,CRM689,5760,0,3,0,3,3.94,78,1.3,73,64,3,65,EnGraphGPS,http://www.timhibbard.com/webservices/engraphgps/engraph.asmx?wsdl,3625.06,80
1823,CRM688,5759,0,3,2,1,3,89,9.5,73,98,36,100,LDAPService,http://www.epfl.ch/ws/ldap.wsdl,459,80
1824,CRM687,5758,3,4,3,1,3.5,89,9.2,73,78,89,78,UtilityService,http://www.fmnsoft.com/UtilityService.asmx?wsdl,85.25,84
1825,CRM686,5757,3,1,3,4,17,78,2.8,73,87,87,96,K4THotelAvailWS,http://ws.keyfortravel.com/Hotel/hotelavail.asmx?wsdl,219,80
1826,CRM685,5756,3,1,4,0,25.52,78,7.2,33,86,5,95,GSXWS,http://gsx.apple.com/gsxws.wsdl,316.28,62
1827,CRM684,5755,0,4,4,1,11.33,78,6.1,73,100,3,100,GoogleSearchService,http://www.bigbiggeek.com/blog/lib/MT/GoogleSearch.wsdl,505,84
1828,CRM683,5754,2,2,3,2,8.2,78,6,60,27,9,28,IACHSOAPservice,http://soap.achchex.com/exec/achsoap.dll/wsdl/IACHSOAP,386.44,79
1829,CRM682,5753,1,3,0,0,5,89,17.2,73,86,88,86,Service,http://www.valil.com/ChessWebService/Service.asmx?wsdl,91.5,84
1830,CRM681,5752,0,2,2,4,4,78,5.5,73,51,56,51,XMethodsQuery,http://hungmaow.org/files/query.wsdl,113.2,84
1831,CRM680,5751,0,1,4,0,5.75,78,3.9,73,67,10,68,SumibiConvertService,http://www.sumibi.org/sumibi/Sumibi_testing.wsdl,932,87
1832,CRM679,5750,1,0,0,3,7.2,100,1.3,73,93,41,98,prophecyService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/prophecy.wsdl,281.8,84
1833,CRM678,5749,1,2,0,4,53,89,13.6,83,83,7,84,VersionService,http://passport.sme.gov.cn/passport/services/Version?wsdl,664,91
1834,CRM677,5748,3,1,2,2,35.75,78,1.6,73,92,38,93,Search,http://voservices.net/filter/ws_v2_1/search.asmx?WSDL,3283,80
1835,CRM676,5747,4,3,0,3,43.5,89,5.9,67,78,1,79,AMIWebServiceService,http://atlasbkk1.in2p3.fr:8180/axis/services/AMIWebService?wsdl,484.5,72
1836,CRM675,5746,4,3,3,1,1.5,89,12.1,83,89,10,96,BulportFinanceService,http://services.bulport.com/finance/finance.wsdl,445,91
1837,CRM674,5745,3,4,4,3,38.42,89,2.2,80,67,8,67,Service,http://macrowebservices.com/clients/sdg/ws/service.asmx?WSDL&v=7,464,83
1838,CRM673,5744,3,2,4,2,32,89,19.1,58,85,11,95,AdminService,http://passport.sme.gov.cn/services/AdminService?wsdl,407,75
1839,CRM672,5743,2,4,4,2,17.73,78,6.9,67,100,88,100,ABRXMLSearch,http://www.abr.business.gov.au/abrxmlsearch/abrxmlsearch.asmx?wsdl,287.93,77
1840,CRM671,5742,3,4,3,0,1,78,6.9,73,99,42,100,StockQuote,http://www.webservicex.net/stockquote.asmx?WSDL,1939,84
1841,CRM670,5741,4,4,0,0,35,100,20.7,73,97,9,99,WeatherStationService,http://www.pathfinder-xml.com/development/WSDL/WeatherStationService.wsdl,237,80
1842,CRM669,5740,2,1,2,4,92.33,78,5.8,72,84,63,84,MAGGIE,http://www-iepm.slac.stanford.edu/tools/soap/wsdl/old/MAGGIE_profile.wsdl,1078.33,86
1843,CRM668,5739,1,2,4,4,1.78,78,13.2,73,85,96,95,DOTSFastWeather,http://trial.serviceobjects.com/fw/FastWeather.asmx?WSDL,110.78,80
1844,CRM667,5738,0,3,4,0,9.2,100,1.1,73,92,39,97,cutseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/cutseq.wsdl,208,84
1845,CRM666,5737,2,4,0,4,11.12,89,2.5,73,63,92,64,ServerTime,http://www.vbnetexpert.com/vsm/timeservice/servertime.asmx?wsdl,137.81,84
1846,CRM665,5736,3,4,3,2,10.34,89,6.2,73,46,5,47,Euro42,http://www.ebob42.org/cgi-bin/Euro42.asmx?WSDL,142.17,84
1847,CRM664,5735,0,1,3,4,8.93,100,13.1,67,93,9,98,AWSMechanicalTurkRequester,http://mechanicalturk.amazonaws.com/AWSMechanicalTurk/AWSMechanicalTurkRequester.wsdl,60.18,77
1848,CRM663,5734,2,3,4,3,93.75,78,2.4,73,79,94,79,IP2Geo,http://ws.cdyne.com/ip2geo/ip2geo.asmx?wsdl,130.25,84
1849,CRM662,5733,4,1,2,2,41.6,100,1.2,67,87,12,95,digestService,http://www.ebi.ac.uk/soaplab/emboss4/services/protein_motifs.digest.derived?wsdl,255,82
1850,CRM661,5732,4,2,0,3,4,100,12.7,73,93,12,98,ThesaurusService,http://wortschatz.uni-leipzig.de/axis/services/Thesaurus?wsdl,153.5,80
1851,CRM660,5731,3,3,1,2,90.57,89,2.9,53,85,9,86,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_profiles.prophecy?wsdl,300.48,66
1852,CRM659,5730,2,0,3,1,856,89,8.2,83,99,63,95,ASPNLogin,http://aspn.activestate.com/ASPN/ASPN.wsdl,1376,91
1853,CRM658,5729,1,2,1,3,72,89,10.5,78,56,5,56,WMLP,http://www.witsml.org/api/131/WMLP.WSDL,194,89
1854,CRM657,5728,2,4,0,3,29.6,78,7.2,73,87,3,95,SoapTest,http://mssoapinterop.org/stkV3/InteropBLoggedTyped.wsdl,170,80
1855,CRM656,5727,2,3,0,3,4,89,18.5,78,83,6,84,ImgCount,http://front-3.cust01.visi.com/isearch-m3/imgcount.php?wsdl,481,89
1856,CRM655,5726,4,0,4,0,102,89,3.4,73,56,34,57,IDEC_GeoServeis,http://www.geoportal-idec.net/gestor/webservices/idecCoordws.php?wsdl,874.75,75
1857,CRM654,5725,4,1,4,2,3.92,78,5.1,60,19,1,20,AmazonSearchService,http://soap.amazon.com/schemas2/AmazonWebServices.wsdl,63.83,79
1858,CRM653,5724,4,0,3,4,16.75,89,5.2,78,56,10,57,IHessServiceservice,http://www.hess-autoteile-shop.de/soap/hessservice.dll/wsdl/IHessService,178,89
1859,CRM652,5723,0,0,2,0,8.67,78,8.9,73,87,2,95,GoogleSearchService,http://homepages.feis.herts.ac.uk/~bf8au/3COM0109/Assessment3/3_1/GoogleSearch.wsdl,123.67,84
1860,CRM651,5722,2,3,1,1,102,89,24.1,73,91,96,97,NRA_x0020_ILA_x0020_News_x0020_and_x0020_Updates_x0020_Syndication,http://www.nraila.org/Services/NewsAndUpdates.asmx?WSDL,173,62
1861,CRM650,5721,2,0,2,4,503,100,12.1,73,83,9,84,TranslateSvc,http://office2003research.translate.ru/ResearchService/TranslateSvc.asmx?wsdl,677,84
1862,CRM649,5720,0,4,0,1,7.56,89,18.6,60,87,12,96,MainService,http://infoknowledgebase.com/servlet/services/Main?wsdl,116,69
1863,CRM648,5719,3,0,2,1,1.25,89,10.5,73,94,9,98,Servicio_medio_ambiente,http://eriste.aragob.es/WebServiceMedioAmbiente/MedioAmbiente.asmx?WSDL,179.5,62
1864,CRM647,5718,0,4,0,2,10.5,78,10.4,67,72,92,72,TimeService,http://dotnet.jku.at/buch/samples/7/encoding/TimeService3.asmx?WSDL,158,82
1865,CRM646,5717,4,4,4,0,14,89,24.6,83,83,5,84,AssociatedCheckerService,http://sna2.coomeva.com.co/axis/services/Checker?wsdl,166,91
1866,CRM645,5716,3,2,2,2,42,78,14.3,73,89,8,96,QueryCheckService,http://www.checkexpress.com.br/ws_office_bacen/Query.asmx?WSDL,334,84
1867,CRM644,5715,1,2,1,2,18.41,100,16.6,73,91,41,97,ABAService,http://www.lyonsreg.com/webservices/aba/ABAService.asmx?WSDL,147.33,84
1868,CRM643,5714,2,4,0,2,39.2,100,2.1,73,90,9,96,newseqService,http://www.ebi.ac.uk/soaplab/emboss4/services/edit.newseq.derived?wsdl,271.6,84
1869,CRM642,5713,3,0,0,3,17,78,11.2,80,93,9,93,symgateEngine,http://www.symgate.com/cml/symgate.wsdl,143.67,78
1870,CRM641,5712,2,1,2,3,4,100,14.9,73,95,2,98,SimilarityService,http://wortschatz.uni-leipzig.de/axis/services/Similarity?wsdl,154,80
1871,CRM640,5711,0,2,4,2,1,89,35.6,58,93,6,98,AdminService,http://cuero.tacc.utexas.edu:8080/gridport/services/AdminService?wsdl,81,75
1872,CRM639,5710,3,3,1,3,7.75,78,10.7,73,89,3,89,WSDLInteropTestRpcEncService,http://mssoapinterop.org/stkv3/wsdl/interopTestRpcEnc.wsdl,129,84
1873,CRM638,5709,2,2,1,2,4,67,2.3,60,90,10,97,Interop,http://mssoapinterop.org/stk/LoggedInterop.wsdl,131.36,79
1874,CRM637,5708,3,0,2,3,81.22,89,4.7,53,85,4,86,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_restriction.recoder?wsdl,268.35,66
1875,CRM636,5707,1,1,3,2,65.25,89,7.9,73,78,90,78,CEqImage,http://www.quisque.com/fr/techno/eqimage/eqimage.asmx?WSDL,226,84
1876,CRM635,5706,1,0,4,4,9.8,100,1.1,73,99,33,100,seqretsplitService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/seqretsplit.wsdl,197.4,84
1877,CRM634,5705,4,0,2,1,319,78,6.4,73,91,90,91,OTSZip,http://www.otsgroup.nl/OTSZip_WebService/OTSZip.asmx?wsdl,561.5,62
1878,CRM633,5704,0,3,3,4,17,67,5.4,73,86,97,86,GoogleService,http://webservices.iter.dk/google.asmx?wsdl,836.5,84
1879,CRM632,5703,1,4,3,3,6.75,78,22.7,73,99,95,100,SdssFields,http://skyserver.sdss.org/vo/dr2fields/sdssFields.asmx?wsdl,82.25,80
1880,CRM631,5702,0,4,2,4,6,67,16.1,73,72,86,72,Remember_x0020_God,http://www.remembergod.us/webservice/remembergod.wsdl,61.5,84
1881,CRM630,5701,4,3,1,1,7.2,100,15.1,73,87,41,96,wordmatchService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/wordmatch.wsdl,217.4,84
1882,CRM629,5700,1,4,2,4,126.34,89,10.9,73,99,36,100,IT_x0040_Service_x0020_Webservices,http://www.itatservice.de/itatservice/itatservice6.asmx?wsdl,409.67,62
1883,CRM628,5699,1,3,3,0,1,89,27.6,78,83,58,84,SOAP,http://www.progem.bg/BGTrans/services.wsdl,189,89
1884,CRM627,5698,2,2,4,0,2.2,78,7.3,73,90,56,91,interop2B,http://www.cs.fsu.edu/~engelen/interop2B.wsdl,97,84
1885,CRM626,5697,1,3,3,4,1.75,89,13.4,73,78,89,78,CualEsMiIP,http://ws.e-mision.net/cualesmiip.asmx?wsdl,137.75,84
1886,CRM625,5696,2,2,0,1,69.16,89,5.4,73,64,2,65,BlastbtService,http://www.vbi.vt.edu/~pathport/services/wsdls/clusterblast.wsdl,120.83,75
1887,CRM624,5695,0,3,2,4,53,78,10.9,73,86,11,86,SMS,http://www.barnaland.is/dev/sms.asmx?WSDL,370.5,84
1888,CRM623,5694,4,1,1,3,2,78,29.5,89,89,8,96,VasService,http://vastool-be.m-otion.at/VasService20060313.wsdl,172,93
1889,CRM622,5693,3,0,0,1,5,89,14,83,72,11,72,HomeworkService,http://www.pri.univie.ac.at/~mangler/CEWebS/Homework/homework.wsdl,161,91
1890,CRM621,5692,1,4,1,4,6,89,9,83,83,7,84,ElementRefinementsService,http://dcregistry.natlib.govt.nz/axis/services/refinementsSummary?wsdl,1703,91
1891,CRM620,5691,2,2,3,3,100,89,25.7,73,86,89,95,NRA_x0020_ILA_x0020_News_x0020_and_x0020_Updates_x0020_Syndication,http://www.nraila.org/Services/HuntingAndConservation.asmx?WSDL,166,62
1892,CRM619,5690,1,0,0,4,47.8,89,3.4,73,86,37,95,InsertRelation,http://www.zbirka.com/Services/DOCTRACE_SERVICE/InsertRelation.asmx?wsdl,730.2,84
1893,CRM618,5689,1,4,1,1,90.2,100,1.3,73,90,37,91,showdbService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/showdb.wsdl,436.6,84
1894,CRM617,5688,4,4,3,1,16,100,25.2,73,97,1,97,WhoIsService,http://www.esynaps.com/WebServices/WhoIsService.asmx?wsdl,210,84
1895,CRM616,5687,4,2,2,0,29.75,89,2.8,73,79,7,79,XfccBasic,http://www.schemingmind.com/xfcc/xfccbasic.asmx?wsdl,179,80
1896,CRM615,5686,1,0,3,0,3,89,24,73,83,5,84,Import1,http://www.mssoapinterop.org/asmx/WSDL/import1.wsdl,110,84
1897,CRM614,5685,4,3,4,2,3,89,40.4,78,83,3,84,ISOcode2shortformatSOAP,http://www.siliconllama.com/services/wsdl/ISOcode2shortformatService.wsdl,89,89
1898,CRM613,5684,4,1,0,0,8.4,100,1.4,73,100,33,100,stssearchService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/stssearch.wsdl,191,84
1899,CRM612,5683,0,2,3,0,19,78,16.9,73,99,91,100,HolidayService,http://www.27seconds.com/Holidays/HolidayService.asmx?WSDL,123.83,62
1900,CRM611,5682,4,0,4,3,2,100,20.8,73,97,41,99,IPHelpers,http://www.romsteady.net/whatip/iphelpers.asmx?wsdl,142,84
1901,CRM610,5681,0,4,0,3,11.67,89,5.4,73,63,34,63,SkyBoT,http://www.imcce.fr/webservices/skybot/skybot.php?wsdl,314,75
1902,CRM609,5680,2,3,4,0,0.93,78,1.8,60,87,66,95,sfconnector,http://www.sforce.com/us/docs/sforce20.wsdl,273.85,72
1903,CRM608,5679,2,1,2,0,25.7,78,6,67,93,35,98,FuelPricingServices,http://motormouth.net.au/Services/FuelPricingServices.asmx?wsdl,312.97,58
1904,CRM607,5678,0,3,0,4,60.11,89,1.3,78,23,5,23,IdeasServiceService,http://198.228.90.222:8080/ideas/services/IdeasService?wsdl,3157.61,89
1905,CRM606,5677,1,3,0,3,0.9,78,9.3,67,87,94,96,XigniteHoldings,http://www.xignite.com/xholdings.asmx?WSDL,308.45,72
1906,CRM605,5676,3,2,1,4,45.5,78,3.4,73,89,89,96,EMBLNucleotideSequenceWebService,http://www.webservicex.com/EMBLNucleotideSequenceWebService.asmx?wsdl,1391.5,84
1907,CRM604,5675,4,0,1,2,7,89,21.6,73,83,62,84,myService,http://www.ccp4.ac.uk/ccp4/wsdl/matthews.wsdl,137,84
1908,CRM603,5674,2,0,4,0,16.25,67,3,60,92,5,97,XmppService,http://agents.startcorp.com/As/XmppService.asmx?wsdl,291.25,74
1909,CRM602,5673,4,3,2,0,1,78,19.7,73,100,88,100,Distance,http://voservices.net/Cosmology/ws_v1_0/Distance.asmx?wsdl,86.86,80
1910,CRM601,5672,0,4,3,4,36.6,100,1.3,50,91,3,97,prettyplotService,http://www.ebi.ac.uk/soaplab/emboss4/services/alignment_multiple.prettyplot.derived?wsdl,287.4,72
1911,CRM600,5671,4,0,0,4,9.2,100,1,73,89,33,96,nthseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/nthseq.wsdl,202.4,84
1912,CRM599,5670,3,1,4,4,1,78,18.1,73,87,10,96,WSDLInteropTestListService,http://www.mssoapinterop.org/asmx/WSDL/WSDLInteropTestListService.wsdl,409,84
1913,CRM598,5669,2,4,2,0,7.6,100,1.6,73,97,39,99,chipsService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/chips.wsdl,254.4,84
1914,CRM597,5668,2,3,3,0,2.87,89,5.3,73,70,7,70,MathService,http://brwcse.fau.edu/csclub/MathWebService/MathService.asmx?wsdl,79.12,84
1915,CRM596,5667,2,3,1,3,117.2,78,5.1,73,67,90,68,TimeZones,http://markitup.com/WebServices/TimeZones.asmx?wsdl,489.2,80
1916,CRM595,5666,4,4,4,4,108.96,89,1.1,53,84,6,84,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/alignment_local.supermatcher?wsdl,319.83,66
1917,CRM594,5665,0,0,1,4,28,78,10.6,73,95,90,99,StockServices,http://www.html2xml.nl/Services/Stocks/Version1/StockServices.asmx?wsdl,1099,84
1918,CRM593,5664,2,1,3,0,2,89,5.5,83,83,3,84,SummaryService,http://dcregistry.natlib.govt.nz/axis/services/itemSummary?wsdl,3343,91
1919,CRM592,5663,1,3,4,3,120.48,89,1.4,53,86,3,86,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/phylogeny_molecular_sequence.fdiscboot?wsdl,427.65,66
1920,CRM591,5662,0,3,0,2,11,78,13.4,83,88,8,96,2smsMessaging,http://www.2sms.com/soap/2smsmessaging.wsdl,1164,91
1921,CRM590,5661,2,0,4,1,451.15,78,3.5,78,21,10,21,interpublish,http://www.cs.usyd.edu.au/~ejb/interpublish.wsdl,848.15,89
1922,CRM589,5660,4,1,1,4,8,100,1.6,73,94,40,98,patmatdbService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/patmatdb.wsdl,201.8,84
1923,CRM588,5659,3,3,3,4,6.6,100,14,73,100,32,100,emowseService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/emowse.wsdl,274,84
1924,CRM587,5658,1,4,0,4,24.87,100,6.2,73,39,38,39,MapService,http://lbs.wheresoft.com/api/wssp/mapservice.asmx?wsdl,411.12,84
1925,CRM586,5657,3,2,0,4,17.53,89,4.9,53,64,6,64,TexServices,http://admin.brandedsms.com/TexServices.asmx?wsdl,455.94,66
1926,CRM585,5656,0,0,2,2,30.5,78,3.1,73,78,96,79,SearchNajdiSi,http://www.gama-system.com/webservices/searchnajdisi.asmx?wsdl,248,84
1927,CRM584,5655,3,0,0,4,8,89,17.9,73,83,9,84,CarCalculatorServiceService,http://www.fair.dk/fair/services/CarPriceService?wsdl,137,75
1928,CRM583,5654,4,2,0,4,59.17,67,10.9,73,60,37,61,DelayedStockQuote,http://ws.cdyne.com/delayedstockquote/delayedstockquote.asmx?wsdl,105.78,80
1929,CRM582,5653,3,1,1,2,2,78,10.1,73,86,40,86,PingPong,http://www.gama-system.com/webservices/pingpong.asmx?wsdl,225.5,84
1930,CRM581,5652,4,4,0,1,1.66,100,0.9,73,97,37,99,WsdlContractFirstService,http://isb.oio.dk/oioservice/service/public/3/open/wsdlcontractfirstservice.asmx?WSDL,357.33,80
1931,CRM580,5651,1,3,0,4,10,89,21.5,58,96,10,99,LOTTO_UK_NumberChecker,http://www.4duk.net/4dwsdl/doc,269,75
1932,CRM579,5650,2,3,4,1,34.5,89,1.4,73,67,93,67,SendServiceNoHeader,http://www.esendex.com/secure/messenger/soap/SendServiceNoHeader.asmx?wsdl,255.25,80
1933,CRM578,5649,3,1,0,0,2,78,4.5,73,86,11,87,WSLoggildingar,http://erindrekip.skyrr.is/wsloggildingar.asmx?WSDL,152.5,84
1934,CRM577,5648,3,2,3,0,7.6,100,13.9,73,98,40,99,transeqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/transeq.wsdl,229,84
1935,CRM576,5647,1,2,3,4,31.4,67,13.4,73,60,88,61,DemographixQuery,http://ws.cdyne.com/DemographixWS/DemographixQuery.asmx?wsdl,93.3,84
1936,CRM575,5646,4,4,2,1,13,100,33,73,85,12,95,ATTSMS,http://www.jaredmonaco.com/ATTSMS.asmx?WSDL,138,84
1937,CRM574,5645,1,0,4,0,42.4,100,13.5,67,100,2,100,showseqService,http://www.ebi.ac.uk/soaplab/emboss4/services/display.showseq.derived?wsdl,260.6,82
1938,CRM573,5644,4,0,3,1,109,100,22.9,73,85,4,95,PetWebServices,http://www.proposion.com/n2n-petshop/WebService/PetWebServices.asmx?wsdl,225,80
1939,CRM572,5643,3,4,0,2,37,89,3.4,73,99,2,100,StateInfoSrv,http://offerings.nic.in/finalcomponent/stateinfosrv.asmx?WSDL,404.5,62
1940,CRM571,5642,1,1,4,0,2,78,2,80,100,11,100,DeadOrAlive,http://www.abundanttech.com/webservices/deadoralive/deadoralive.asmx?WSDL,81,65
1941,CRM570,5641,3,3,0,4,94.7,89,2.1,53,84,6,84,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/edit.pasteseq?wsdl,288.87,66
1942,CRM569,5640,2,3,4,2,8.29,78,4.5,78,43,2,43,ProFoxWS,http://www.leafe.com/ProFoxWS.wsdl,470.43,89
1943,CRM568,5639,1,0,0,2,13.4,78,5.8,73,51,65,51,interop,http://soap.fmui.de/interopb.wsdl,166.6,84
1944,CRM567,5638,4,0,0,3,90.07,78,7.1,67,56,93,57,EPADWebServices,http://webservices.dicecorp.com/epadinterface/epad.asmx?wsdl,205.31,77
1945,CRM566,5637,1,4,0,3,2,89,1.7,72,30,11,30,WMLS,http://www.witsml.org/api/131d/WMLS.WSDL,138.07,86
1946,CRM565,5636,3,3,1,0,10.24,100,9.7,67,90,91,97,Icon,http://b2b.intercreditonline.com/iconwebservices/icon.asmx?wsdl,172.57,66
1947,CRM564,5635,3,2,3,4,9.05,89,9.2,73,22,10,23,valdoc,http://covarm.tvu.ac.uk/valdoc/wsdl/valdocSOAP.wsdl,211,80
1948,CRM563,5634,0,2,4,0,137,78,1.9,73,88,8,96,SRWSampleService,http://www.library.utoronto.ca/unicorn.wsdl,291,75
1949,CRM562,5633,0,3,1,1,2.5,89,22.5,73,86,6,86,CityLocations,http://asyncpostback.com/CityLocations.asmx?WSDL,101,80
1950,CRM561,5632,4,1,3,0,39.5,100,3.6,60,100,32,100,CurrencyRates,http://ws.strikeiron.com/HouseofDev/currencyrates151?WSDL,126.25,74
1951,CRM560,5631,1,4,4,1,4,89,23.3,67,83,5,84,IOremGeocoderservice,http://gis.orem.org/GISServices/OremGeocoder.dll/wsdl/IOremGeocoder,117,82
1952,CRM559,5630,4,4,2,2,50.2,78,17.6,73,98,91,100,GBNIRHolidayService,http://www.holidaywebservice.com/Holidays/GBNIR/GBNIRHolidayService.asmx?wsdl,161,62
1953,CRM558,5629,2,4,4,0,84.67,89,6.8,73,73,9,74,Service,http://www.strangelights.com/fsharp/AspfDemo/FunctionCalls.asmx?wsdl,222,80
1954,CRM557,5628,0,2,4,3,15,78,1.4,73,86,36,95,bidlistconnection_web_services,http://www.bidlistconnection.com/blcws2.asmx?wsdl,514.5,62
